index,chunk_num,text
4362,0,So if you have a piece of code that you are repeating all the time in your code.
4363,0,So say there's like 3 lines that you're repeating every 2-3 sentences.
4364,0,So instead of copy pasting it again and again.
4365,0,What do you do?
4366,0,"You create a function so say, avoid repeating lines."
4367,0,And in that function you write those 3 lines.
4368,0,"And instead of writing those 3 lines every other line, or every other section of your code you just write, you just call that function."
4369,0,"So three random lines, 3 random lines, 3 random lines."
4370,0,In that way you shorten your code and you make it more easier to read and work with.
4371,0,So suppose.
4372,0,"If you decide to change one of those 3 lines, instead of changing it from 10 different places, you only change it at one in the function"
4372,1,", you only change it at one in the function, and all the other tendencies are already changed because they're all picking up from the same location."
4373,0,That is kind of what we're doing here.
4374,0,So we have two functions.
4375,0,"One is moving 90°, which will move your Arduino 90°."
4376,0,And then bring it back 19° and the same thing that we're doing with 180.
4377,0,Let's focus on 90° first.
4378,0,So in the function for 90°.
4379,0,We are using the for loop if you remember how to use a for loop.
4380,0,Which is very simple.
4381,0,"You're going from zero to 90 and every time you're increasing its value by one, because A+ plus means a equal to a + 1."
4382,0,So here we are actually writing the degree to the servo motor.
4383,0,"So first we're telling server motor if you say right zero, then we're telling server motor go to position zero and then we give it one go to position one or go to 1°."
4384,0,"Then we suppose down the line we give it servomotor dot right 45, it will go to 45°."
4385,0,So we have enough time to see the rotation and after that we are slowly returning back from 90 to 0.
4386,0,So it's coming back to its original position.
4387,0,It's pretty straightforward.
4388,0,Let's see.
4389,0,90°.
4390,0,Now let's slow it down a little bit so we can.
4391,0,See it happening?
4392,0,"It went 90°, then it came back 90°, went 90° and then it came back."
4393,0,Now let's do the same thing but.
4394,0,180°.
4395,0,"Instead of having to comment these all lines, I only have to comment there's one line, so that makes it a lot easier because these functions are not executed unless they are called."
4396,0,So even if I have 20 functions.
4397,0,And I only need to execute one of them.
4398,0,"If I only call that single one, only that will be displayed executed."
4399,0,Having 20 functions doesn't mean all 20 will be executed even if they are not commented.
4400,0,180°.
4401,0,180° and it comes back.
4402,0,So this is a server motor.
4403,0,"Again, it is a very simple concept, but it is a very practically useful one."
4404,0,"Now again, just because we're working with something like Arduino, it doesn't mean everything has to be really complicated and everything has to be really."
4405,0,Difficult to process or difficulty use.
4406,0,"Some things like there's beauty in simplicity, so if something is easy."
4407,0,"That does not mean it's bad, it means it is used in something in a different way."
4408,0,And something that's easier for you may be difficult for other people.
4409,0,"So just because something is very easy to work with, it doesn't mean it is not useful."
4410,0,"And which is one thing that people usually struggle with, if something is really easy, they don't realize that it is useful."
4411,0,"I know this is easy about something complicated, but."
4412,0,"To understand complicated stuff, you need to learn the basic ones."
4413,0,That's why I keep throwing some simpler stuff in the mix so it is easier for everyone and it sort of keeps changing the pace so it's.
4414,0,Never boring.
4415,0,"It's fresh, so if you're struggling with one thing, you get some time to catch up with the next one."
4416,0,"OK, so."
4417,0,"That's it for this one, but see you next time."
4418,0,Hello everyone welcome back.
4419,0,Now since we have completed serial display now we are moving on to LCD display.
4420,0,Now in LCD display we actually use a library.
4421,0,And it is the first time we are using a library here.
4422,0,"But don't worry, it's pretty simple and pretty straightforward an LCD display like you know it's."
4423,0,"Display screen, which you can actually plug into your Arduino using jumper cables or a breadboard and."
4424,0,"Display messages on it instead of using a serial monitor, because in serial monitor you're essentially bound to a monitor or a computer where you have to connect it physically."
4425,0,And it is not very convenient most of the time.
4426,0,"So if you want to leave your Arduino in a place where you don't have room or it is not just not practical enough to carry your laptop or your computers, there they are doing a project."
4427,0,You can use an LCD display for displaying messages.
4428,0,Now how do we work with this?
4429,0,"Again, it is pretty simple."
4430,0,Connection for this it It does have a lot of wires so don't be worried about it.
4431,0,It does take a few minutes or a few times to get used to it.
4432,0,"So if you see from this end, the outer wire is connected to negative terminal and the inner one is to positive terminal."
4433,0,This happens on the both the edges.
4434,0,So outer ones are negative and inner ones are positive.
4435,0,So that's the.
4436,0,2 pins on either of the edges.
4437,0,No the side that says DB 7 so it goes from DB0 to DB7 so you start pinning it from DB7 through B4.
